Date,ShareLink,ShareCommentary,SharedUrl,MediaUrl,Visibility
2025-12-23 04:00:13,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7409080366541635584,"Post 10/12 – Handle Loss and Change with Dignity""
""""
""Continuing the series: Lessons from the Elephant Matriarch""
""""
""🐘 🐘 🐘 🐘🐘 🐘""
""""
""One thing elephants do that really stuck with me is how they handle loss.""
""When a member of the herd dies, they don’t rush past it. They pause. They gather. They acknowledge what was lost — together.""
""""
""Work doesn’t always give us space for that.""
""Projects end. Teams change. People move on. And too often, we just jump straight to “what’s next” without recognizing what came before.""
""""
""Good leaders slow things down just enough to let people process change.""
""Not to dwell — but to respect the moment.""
""""
""🐘 Acknowledge the work that was done.""
""🐘 Recognize the people who carried it.""
""🐘 Then help the team move forward with clarity and care.""
""""
""Change is easier when people feel seen through it.""
""""
""👉 How do you help your team process change without getting stuck in it?""
""""
""#Leadership #Change #Resilience #TeamCulture #ElephantLeadership","","",MEMBER_NETWORK
2025-12-15 23:03:35,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7406469000768958464,"Post 9/12 – Think Generations Ahead""
""Continuing the series: Lessons from the Elephant Matriarch""
""""
""🐘 🐘 🐘 🐘🐘 🐘""
""""
""One of the things that struck me most while learning about elephant matriarchs is this:""
""""
""     They lead for elephants they’ll never meet.""
""""
""The paths they choose, the places they return to, the lessons they pass on, all of it is for the next generation. Not for recognition. Not for credit. Just because it matters.""
""""
""Leadership at work isn’t that different.""
""""
""The best leaders I’ve worked with weren’t focused on being indispensable. They were focused on making sure the team would be okay without them.""
""""
""     🐘 They shared what they knew.""
""     🐘 They developed others.""
""     🐘 They left things better than they found them.""
""""
""When a team runs smoothly without you in the room, that’s not a loss of control; that’s success.""
""""
""👉 What’s one thing you’re doing today that will still help your team long after you’ve moved on?""
""""
""#Leadership #Legacy #Mentorship #TeamCulture #ElephantLeadership","","",MEMBER_NETWORK
2025-12-09 04:04:33,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7404008027248631808,"Post 8/12 – Model Emotional Intelligence""
""""
""Continuing the series: Lessons from the Elephant Matriarch""
""""
""🐘 🐘 🐘 🐘🐘 🐘""
""""
""Elephants comfort each other. They grieve, they console, they feel.""
""And the matriarch leads those emotions by example.""
""""
""In our world, empathy and awareness build trust faster than authority ever could.""
""""
""🐘 Notice who’s quiet.""
""🐘 Check in, not just check up.""
""🐘 Be open, not performative.""
""""
""Teams remember how leaders made them feel long after they forget what the metrics were.""
""""
""👉 How do you show empathy in the way you lead?""
""""
""#Leadership #Empathy #EQ #TeamCulture #ElephantLeadership","","",MEMBER_NETWORK
2025-12-03 13:29:47,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7401975943059468288,"Post 7/12 – Know When to Move On""
""""
""Continuing the series: Lessons from the Elephant Matriarch""
""""
""🐘 🐘 🐘 🐘🐘 🐘""
""""
""A watering hole that once saved the herd can kill it in drought.""
""""
""Matriarchs know when it’s time to move on.""
""""
""In leadership, that means recognizing when processes, tools, or habits have outlived their usefulness, even if they once worked perfectly. These tools may be amazing but if they don’t fit the work anymore, get rid of them.""
""""
""🐘 Ask: “If we weren’t already doing this, would we start now?”""
""🐘 Value learning over legacy.""
""🐘 Reward adaptability, not resistance.""
""""
""👉 What’s one “watering hole” your team might be ready to leave behind?""
""""
""#Leadership #ChangeManagement #Adaptability #Innovation #ElephantLeadership","","",MEMBER_NETWORK
2025-11-29 18:54:00,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7400607985103900672,"This weekend I watched White Christmas for the first time of the season (I usually watch it 3-4 times between Thanksgiving and Christmas.)""
""Putting aside any culturally insensitive parts of the movie (minstrel show number, I’m looking at you) this is still my all time favorite Christmas movie. I never fail to tear up toward the end during the scene where the general sees his battalion lined up.""
""""
""I aspire to be the type of leader that is respected like that. Whose team would do anything for them. And who stays humble enough to carry the firewood and wait tables when needed. ""
""""
""“We ate, and then he ate. We slept, then he slept. - Yeah, then he woke up and nobody slept for 48 hours.” What a great summarization of Servant Leadership!","","",MEMBER_NETWORK
2025-11-21 22:07:03,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7397757465322405888,"Post 6/12 – Teach, Don’t Just Tell""
""Continuing the series: Lessons from the Elephant Matriarch""
""""
""🐘 🐘 🐘 🐘🐘 🐘""
""""
""Matriarchs ensure the next generation survives by teaching, not commanding.""
""""
""In teams, great leaders coach - they don’t just delegate. It's one thing to just hand off work to someone, it's another to take the time to explain the why of the ask, and to give feedback along the way.""
""""
""They turn mistakes into lessons and experience into systems.""
""     🐘 Explain why, not just what.""
""     🐘 Pair new talent with veterans.""
""     🐘 Document what you learn - that’s how a team becomes smarter over time.""
""""
""👉 What’s one lesson from a mentor that still shapes how you lead today?""
""#Leadership #Mentorship #Coaching #Growth #ElephantLeadership""
""""
""Link to Post 1 in the series:""
""https://lnkd.in/gFrV2gEj","","",MEMBER_NETWORK
2025-11-21 21:38:55,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7397750385689600000,I worked with Mike at CRST. He was one of the rising stars on my team and is an incredible person to work with.  I can’t recommend him enough!,"","",MEMBER_NETWORK
2025-11-17 03:03:29,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7396020126157832192,"Post 5/12 – Make Decisions, But Invite Voices""
""""
""Continuing the series: Lessons from the Elephant Matriarch""
""""
""🐘 🐘 🐘 🐘🐘 🐘""
""""
""Matriarchs make the final call — but they listen first.""
""They read the herd’s signals before deciding when to move.""
""""
""Strong leaders do the same.""
""They gather input, weigh options, and then make the call with confidence.""
""""
""🐘 Listen broadly.""
""🐘 Decide clearly.""
""🐘 Explain your “why.”""
""""
""Inviting voices doesn’t weaken authority — it strengthens alignment.""
""""
""👉 How do you balance collaboration with decisiveness?""
""""
""#Leadership #DecisionMaking #Collaboration #ElephantLeadership #Trust","","",MEMBER_NETWORK
2025-11-10 22:38:22,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7393779081294569472,"Post 4/12 – Protect Your Herd""
""Continuing the series: Lessons from the Elephant Matriarch""
""""
""🐘 🐘 🐘 🐘🐘 🐘""
""""
""When danger appears, the matriarch steps forward — not away.""
""She shields the herd, even at risk to herself.""
""Good leaders do the same.""
""""
""They absorb the noise, deflect unnecessary pressure, and protect their people so they can do great work.""
"" 🐘 Take the hit when you need to.""
"" 🐘 Deliver context, not panic.""
"" 🐘 Defend your team publicly; coach privately.""
""""
""Leadership means making sure your people feel safe enough to perform at their best.""
""""
""👉 Who’s been the leader that made you feel protected at work?""
""""
""#Leadership #Empathy #TeamCulture #PsychologicalSafety #ElephantLeadership""
""""
""https://lnkd.in/gFrV2gEj""
""","","",MEMBER_NETWORK
2025-10-30 13:53:17,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7389660671405301760,"Post 3/12 – Be the Calm Center in a Storm""
""""
""Continuing the series: Lessons from the Elephant Matriarch""
""""
""🐘 🐘 🐘 🐘🐘 🐘""
""""
""When lions roar, the herd looks to the matriarch — not the threat.""
""""
""If she stays calm, they stay calm. If she panics, they scatter.""
""That’s leadership.""
""""
""In our world, the “lions” are outages, deadlines, escalations, or leadership pressure.""
""Your tone determines whether your team focuses or fractures.""
""""
""🐘 Breathe before you speak.""
""🐘 Listen before you decide.""
""🐘 Respond before you react.""
""""
""Teams don’t need a perfect leader — they need a steady one.""
""""
""👉 What’s your go-to move when chaos hits — breathe, listen, or lead?""
""""
""#Leadership #Composure #Resilience #CrisisManagement #ElephantLeadership","","",MEMBER_NETWORK
2025-10-28 01:21:58,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7388746822485458945,"Post 2/12 – Lead from Knowledge, Not Ego""
""""
""Continuing the series: “Lessons from the Elephant Matriarch” — exploring what elephants can teach us about leading strong, trusted teams.""
""""
""🐘 🐘 🐘 🐘🐘 🐘""
""""
""The herd doesn’t follow the matriarch because she’s loud.""
""They follow because she’s right.""
""""
""Her decisions come from years of experience — memories of every flood, every drought, and every safe path through the wilderness. She doesn’t guess; she remembers.""
""""
""In our world, the best leaders earn that same kind of trust.""
""They don’t lead through ego, hierarchy, or volume — they lead through clarity, credibility, and calm.""
""""
""🐘 Admit what you don’t know.""
""🐘 Share what you do.""
""🐘 Let your record of sound judgment speak louder than your title.""
""""
""Great leadership doesn’t need to announce itself. It earns respect one wise decision at a time.""
""""
""👉 How do you build credibility with your team — expertise, empathy, or both?""
""""
""#Leadership #TeamCulture #Trust #ElephantLeadership #Management #GrowthMindset","","",MEMBER_NETWORK
2025-10-20 14:27:50,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7386045487868469248,"Post 1/12 – Why the Elephant Matriarch Leads Better Than Most Managers""
""""
""Lately, I’ve been thinking about what real leadership looks like - not the kind that’s written in books, but the kind that actually holds a team together.""
""""
""That reflection led me down an unexpected path: elephants.""
""More specifically, the elephant matriarch — the calm, experienced leader at the heart of every herd.""
""""
""I spent time researching how matriarchs lead, protect, and teach their herds, and the parallels to managing a high-performing team were remarkable.""
""So, over the next few weeks, I’ll be sharing a 12-part series: “Lessons from the Elephant Matriarch.”""
""Each post will explore one behavior and how it translates into better leadership for teams like ours.""
""""
""🐘  🐘🐘🐘🐘🐘""
""When an elephant herd moves, every member — from calf to elder — follows the matriarch.""
""""
""Not because she demands it.""
""But because she’s earned it.""
""""
""She remembers every watering hole, every dry season, every safe path. Her authority isn’t positional — it’s earned through wisdom, composure, and care.""
""""
""We often think leadership is about having answers. But real leadership looks more like the matriarch:""
""""
""🐘 Steady in crisis""
""🐘 Patient in growth""
""🐘 Trusted through experience""
""""
""Great leaders don’t control their teams.""
""They guide them — calmly, consistently, and with confidence built on years of knowing the terrain.""
""""
""👉 Who has been the “matriarch” in your career — the person whose steadiness made everyone better?""
""""
""#Leadership #TeamCulture #Management #WisdomInAction #ElephantLeadership","","",MEMBER_NETWORK
2025-10-12 02:35:12,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7382967046332071936,"We spend so much time developing technical skills that soft skills sometimes get pushed aside.""
""""
""But I’ve seen communication, empathy, and collaboration make or break a project just as often as configuration errors.""
""""
""If you could wave a wand and instantly strengthen one soft skill across your engineering team, what would it be — and why?""
""""
""#Leadership #Engineering #ITManagement #TeamCulture #Communication  #SRE #CareerGrowth","","",MEMBER_NETWORK
2025-10-09 15:57:06,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7382081685103788032,Great opportunity to work with same amazing people on some exciting projects here at HDR!,"","",MEMBER_NETWORK
2025-10-03 00:26:30,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7379673162386616320,"Taste the donuts.""
""""
""My son was watching a video this week about a very successful bakery. The owner was explaining how she spends a lot of time doing research trying to create new danishes and rolls that they can add to the menu. ""
""""
""She then said that an equal amount of attention was paid to their existing lineup. They taste each batch, verifying that they are up to snuff, and then discuss ideas of tweaks they can make in an effort to improve on their offerings, including their best selling donuts.""
""""
""My IT mind immediately equated this to process improvement. We spend a lot of time working on new things but it’s really easy to take the existing processes for granted, ESPECIALLY if they’re working.""
""""
""Just because the process is working doesn't mean there's not room for improvement. We need to make time to make sure what we’re doing is still the right thing. Or done in the right way. ""
""""
""We need to taste the donuts.","","",MEMBER_NETWORK
2025-09-29 12:03:27,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7378399006114320384,"When I first became a manager, I treated one-on-ones like status meetings. I came in with an agenda, asked about projects, and wrapped up in 20 minutes.""
""""
""One day an engineer started the meeting with, “I’m burned out.” That was not on my list, but it changed the whole conversation. We talked about workload, balance, and how they could get back on track.""
""""
""That meeting opened my eyes. One-on-ones are not about tasks, they are about people. Now I let the team member lead. If they want to talk about a project, great. If they want to talk about their goals, even better. If they just need to vent, I listen.""
""""
""The surprising part is that I get better updates on projects too. People open up when they feel heard. My job in those meetings is to listen more than I talk.""
""""
""One-on-ones used to be my least favorite meetings. Now they are the ones I look forward to most.","","",MEMBER_NETWORK
2025-09-22 12:13:31,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7375864824095768577,"When I first became a manager, I thought my reputation would come from how well I could present to leadership or how quickly I made decisions during incidents. I’ve since learned something much more important: your reputation is tied directly to your team’s success.""
""""
""If your team is thriving (projects finishing smoothly, incidents handled quickly, and people growing in their careers) everyone notices. If they’re struggling, people notice that too.""
""""
""That’s why I’ve shifted my focus from “What am I achieving?” to “How do I create conditions where my team succeeds?” That means:""
""	•	Clearing the roadblocks that get in their way""
""	•	Making sure they have tools that actually help, not just add noise""
""	•	Giving them trust and ownership, instead of micromanagement""
""""
""When they succeed, I succeed. When they grow, I grow. And when they feel supported, they produce results that speak louder than anything I could ever put on a resume.""
""""
""The truth is, your reputation isn’t built in meetings. It’s built in the day-to-day wins of the people you lead.","","",MEMBER_NETWORK
2025-09-13 18:47:29,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7372702480318648320,"Out with the old, in with the new. ""
""My amazing team did what everyone said couldn’t be done. They migrated over 14,000 users around the world from a Cisco UC phone system over to Microsoft Teams Phone in under 3 months. We also implemented a “Softphone first” philosophy for everyone but our Executive Assistants and Front Desk personnel. I am so proud of them and everyone else across our IT organization that played a part in this project.","","",MEMBER_NETWORK
2025-09-04 19:38:44,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7369453886819946499,"When people think of IT expertise, they picture deep technical skills: routing protocols, security policies, scripting automation.""
""""
""Those matter, but the skill I think is most underestimated? Translation.""
""""
""The ability to take complex technical concepts and explain them clearly to someone without a technical background is huge. It’s how you get buy-in for projects, avoid misunderstandings, and ensure stakeholders trust your recommendations.""
""""
""I’ve seen technically brilliant engineers struggle because they couldn’t communicate their ideas outside of their peer group. I’ve also seen people with solid - but not extraordinary - technical skills become invaluable because they could bridge that communication gap.""
""""
""Translation is about more than just simplifying. It’s about making the information relevant to the listener. An exec doesn’t need a deep dive into packet flow; they need to understand the business impact. A front line employee doesn’t need a security policy’s legal text; they need to know how it affects their day-to-day.""
""""
""If you want to stand out in IT, sharpen your communication skills. The better you translate, the more people will listen.","","",MEMBER_NETWORK
2025-09-02 08:17:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7368557698755284993,"The big outages get attention. The “all hands on deck” moments make stories. But the truth is, the work that prevents those moments is the real hero of IT.""
""""
""Preventative maintenance isn’t flashy. It’s firmware updates, cable checks, patching, config cleanups, and running tests no one will ever hear about - because they prevent problems before they happen.""
""""
""We recently had a maintenance window where the only outcome was… nothing happened. No downtime. No alarms. Just a quiet, stable network. And honestly, that’s my favorite kind of success.""
""""
""The tricky part is that preventative work is easy to de-prioritize. There’s no red blinking alert demanding your attention. But skip it for too long, and those “small” issues turn into full-blown outages.""
""""
""So here’s to the engineers quietly keeping the lights on. You might not get a round of applause every week, but your work is the reason the crisis calls are rare.","","",MEMBER_NETWORK
2025-08-11 22:09:55,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7360794624908541952,"There’s a special kind of panic that comes when you need a configuration detail, a vendor contact, or an obscure command syntax… and you realize the only person who knew it left the company three months ago.""
""""
""Documentation is one of those things that feels optional when everything’s going smoothly, but becomes absolutely critical the moment something goes wrong.""
""""
""I’ve learned to think of documentation like an insurance policy. You hope you never need it urgently — but when you do, you’ll be grateful it’s there.""
""""
""Some things that help:""
""- Write things down while they’re fresh""
""- Include screenshots or diagrams for tricky processes""
""- Keep a central, searchable location so nothing gets lost in email threads""
""""
""The trick is to write for ""future you"". Not the “you” that just spent all week working on this project and knows every detail, but the “you” six months from now who’s dealing with an unrelated issue and needs a quick answer at 2 a.m.""
""""
""If you’ve ever cursed yourself for not documenting something, make today the day you start.""
""","","",MEMBER_NETWORK
2025-08-11 22:02:27,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7360792745235419136,"Managing a network team reminds me a lot of running a Dungeons & Dragons campaign.""
""""
""You’ve got different “classes” — the stealthy problem-solver who quietly fixes issues before anyone notices, the tank who jumps in on the hardest problems, the wizard with deep knowledge of arcane systems and acronyms.""
""""
""Every project is a quest. Every outage is a monster to fight. And every successful deployment is a shared victory.""
""""
""The magic happens when everyone understands their role and trusts the others to play theirs. Just like in D&D, no one person can carry the whole thing. The “party” succeeds because of collaboration, shared goals, and the occasional lucky roll (or in IT terms, finding that one obscure KB article at just the right moment).""
""""
""And just like in a good campaign, there’s always another adventure around the corner — a new technology to explore, a migration to plan, a network to optimize.""
""""
""Sometimes we win big. Sometimes we limp back to the tavern to regroup. Either way, we keep playing.""
""","","",MEMBER_NETWORK
2025-08-07 20:30:39,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7359320092687437827,Sharing for visibility. I worked with Joe for a number of years and he’s an amazing engineer.,"","",MEMBER_NETWORK
2025-07-27 03:37:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7355078881701253122,"If it’s not broken, you can still fix it.""
""""
""A lot of improvements don’t come from outages or tickets. They come from someone on the team saying:""
""""
""“Hey... could this be easier?”""
""""
""That kind of thinking saves hours later. And you don’t need an alert to tell you it’s worth doing.","","",MEMBER_NETWORK
2025-07-27 03:24:51,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7355075674828673026,"I don’t need my team to know everything. I just need them to ask great questions.""
""""
""Certs are cool. Deep knowledge is great. But curiosity? That’s what moves the needle.""
""""
""If you’ve ever asked:""
""“What happens if we try it this way?”""
""“Why are we doing it like that?”""
""“Is that the only way?”""
""""
""...you’re my kind of teammate.","","",MEMBER_NETWORK
2025-07-27 03:21:11,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7355074752782192640,"""It’s a small change"" is how half of my gray hairs were born.""
""That sentence should come with a warning label. Especially in networking.""
""""
""One wrong VLAN. One mistyped IP. One checkbox you didn’t notice. Boom - half the company can’t connect to anything.""
""""
""The lesson? Small changes still need big attention.""
""And maybe a second set of eyes.","","",MEMBER_NETWORK
2025-07-23 10:36:51,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7353734839520432128,"Listening might be the most underrated skill in tech leadership.""
""""
""A few months into managing the Network team at HDR, I realized the best thing I could do was simple: just listen.""
""""
""Not to the systems. Not to the alerts. To the people.""
""""
""Some teammates needed direction. Others needed space. A few just needed someone they could count on when things got messy.""
""""
""No fancy dashboards. Just a notebook, a lot of one-on-ones, and a genuine effort to understand what makes each person tick.""
""""
""Turns out, building trust isn’t complicated. It’s just human.","","",MEMBER_NETWORK
2025-06-21 15:21:28,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7342210051975073792,"We’re hiring a Network Engineering Team Lead at HDR!""
""""
""Are you a skilled network professional ready to lead and inspire a talented team? We’re looking for a collaborative leader to:""
""	•	Design, implement, and optimize network infrastructure (LAN, WAN, etc.).""
""	•	Mentor and guide a team of talented network engineers.""
""	•	Manage projects from planning to execution, collaborating across teams.""
""	•	Ensure our networks stay secure, reliable, and ready for future growth.""
""""
""You’ll thrive here if you have:""
""	•	Deep technical expertise in networking (routers, switches, firewalls).""
""	•	Proven leadership skills and passion for mentoring others.""
""	•	Strong problem-solving abilities, excellent communication, and project management skills.""
""""
""Join us to shape the future of networking at HDR, where your ideas and expertise will truly make an impact.""
""""
""Interested or know someone perfect for this role?""
""👉 Apply below""
""""
""#Hiring #NetworkEngineering #TeamLead #HDR #Networking #Leadership","","",MEMBER_NETWORK
2025-06-13 18:50:30,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7339363553440690176,Just finished the course “Understanding Zero Trust”! #accesscontrol,"","",MEMBER_NETWORK
2025-06-05 22:01:16,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7336512460331372554,Just finished the course “Cultivating Mental Agility”! #mentaltraining #cognitiveflexibility,"","",MEMBER_NETWORK
2025-05-07 16:16:20,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7325916406573682688,"HDR is hiring! I'm looking for someone, preferably in the Omaha, NE area, that can lead our Network Engineering team. This person should have a strong technical background in Networking as well as leadership experience.","","",MEMBER_NETWORK
2025-04-21 16:45:59,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7320125660855705601,Just finished the course “Effective Collaboration across Teams”! #crossteamcollaboration,"","",MEMBER_NETWORK
2025-03-07 21:24:03,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7303888186420666369,Just finished the course “Cybersecurity Awareness: Cybersecurity Terminology”! #cybersecurity #informationsecurityawareness,"","",MEMBER_NETWORK
2025-02-24 20:48:55,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7299893078973157377,Just finished the course “Agile Foundations”! #agileprojectmanagement #agilemethodologies,"","",MEMBER_NETWORK
2025-02-03 21:15:37,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7292289652307148800,HDR is hiring! We have a position to lead a team of amazing Network Admins in supporting our global network. This is a chance to help lead this great team to even greater heights.,"","",MEMBER_NETWORK
2025-02-02 17:01:21,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7291863277439959041,"Just finished ""Six Sigma: White Belt"" by Tina Agustiady! Check it out: https://lnkd.in/gs7RtqdZ #sixsigma.","","",MEMBER_NETWORK
2025-01-31 01:51:56,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7290909639074820096,"Just finished ""Lean Six Sigma Foundations"" by Steven Brown! Check it out: https://lnkd.in/gRXJcYQT #leansixsigma.","","",MEMBER_NETWORK
2024-12-17 19:09:15,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7274863232928858112,Wanted to extend this opportunity to my network in case anyone is interested.,"","",MEMBER_NETWORK
2024-11-18 14:06:32,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7264277802915381248,I’m happy to share that I’m starting a new position as IT Network Manager at HDR!,"","",MEMBER_NETWORK
2024-11-12 03:15:25,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7261939618873266177,Reposting for visibility. I worked with Mike at CRST. He is a great manager and worth checking out.,"","",MEMBER_NETWORK
2024-07-27 21:41:27,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7223080071320760320,I worked with Andy for years. He is an incredibly hard worker and is an amazing manager. I can’t recommend him more.!,"","",MEMBER_NETWORK
2023-08-07 02:27:29,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7094141972533149696,"My kids have started playing American Truck Simulator. I’d like to think that it is because I now work at CRST The Transportation Solution, Inc., a trucking company, but I know it’s because of YouTube videos they’ve both seen.","","",MEMBER_NETWORK
2023-07-20 03:40:44,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7087637425354670080,"","","",MEMBER_NETWORK
2023-07-03 15:29:23,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7081655170580828160,"","","",MEMBER_NETWORK
2023-04-24 22:57:43,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7056400847517192192,"My obligatory first day of work photo. So excited to join CRST The Transportation Solution, Inc.  today!","","",MEMBER_NETWORK
2023-04-21 14:32:44,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7055186597545218048,"I’m happy to share that I’m starting a new position as Manager, IT Networks at CRST The Transportation Solution, Inc.!","","",MEMBER_NETWORK
2022-11-08 14:38:22,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6995756408793161728,"It has been 2 months without a job. What do I do with all my “extra” time?""
""To keep myself sane, and to keep from turning into a couch potato (and to try to find a new job), I try to keep my days fairly organized.""
""""
""6am  Wake up""
""6-7am  Make sure my son gets up and gets ready for school. Eat breakfast and play my daily game of Sudoku. ""
""7am-8am Read email, look at my LinkedIn scripts, reach out to contacts, and follow up with recruiters that I’m working with. ""
""8-11am Training. I’m currently working on a PMP certification.""
""11am-1pm Eat Lunch and read""
""1pm-2pm More job-hunting stuff. Circle back on jobs I've applied for and update my tracking spreadsheets. ""
""2-4pm Do something that I enjoy. I just finished working on some Advent Calendars that I’m going to sell on Etsy. I have found that doing woodworking exercises both my troubleshooting skills and is immensely satisfying when I complete something. ""
""4pm- Family time.""
""""
""This schedule was suggested to me by a few different friends that had gone through layoffs in the past. I am incredibly grateful for their advice, and I would tell anyone who asks the same.""
""#openforwork #mentalhealth #schedule #training #linkedin","","",MEMBER_NETWORK
2022-10-21 17:18:37,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6989273753180389376,"Over a month ago, I was “restructured” out of a job. Since then I have taken advantage of the outplacement service company that was provided, which has helped a lot with getting my resume updated and giving me access to a lot of job search training.""
""""
""While I have had a few interviews since then, nothing has worked out...yet.""
""""
""For the past 2 years we have been planning to take a big family vacation to DisneyWorld to celebrate my daughter’s high school graduation (back in 2020). My wife and I were both concerned about the timing of this now that we are down to a single income. After a lot of discussion and budget review, we decided to go ahead with the trip.""
""""
""What a great decision! The trip was exactly what we needed. We got to spend some quality time together as a family, making some great memories that will last way longer than any bumps in the road. We got a chance to recharge our batteries and get away from “real life” for a week.""
""""
""Did I think about my job search during the trip? Yes. Did we have fun anyway? Absolutely!""
""""
""I am so glad we decided to take the trip. I am now ready to roll my sleeves back up and get back to work looking for a new job, fully recharged and ready to go!""
""""
""#openforwork #rechargeyourself #vacation""
""","","",MEMBER_NETWORK
2022-09-12 13:46:32,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6975087255493259264,"Every school day since my daughter (now 20) started school, I would ask her, “What are you going to do today?” She would answer, “Do my best and have fun.”""
""""
""I truly believe that is the key to happiness. Whenever I have a difficult or challenging task ahead of me, I try to turn it into some sort of game. I break into smaller, achievable pieces, work on each piece, and take the small wins. Am I always having fun while doing it? No. But more often than not I am. ""
""""
""And if I fail, I can look back on it and I know that I did my best.""
""""
""What are YOU going to do today?""
""""
""#happiness #work #fun","","",MEMBER_NETWORK
2022-09-09 00:46:56,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6973803896641134592,"","","",MEMBER_NETWORK
2022-09-06 17:20:46,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6972966842336260096,"Just over a week ago I was “restructured” out of a job. I had been working for that company for 32 years. It was where I worked my way through college, my first full-time job, where I met so many of the people that I consider my friends, where I was working when I got married, where I was working when my wife and I had both of our children. The company went through so many changes while I was there. They were a startup when I started. Then they were publicly traded. They went through bankruptcy, went private, were acquired several times, and finally emerged as a stronger, more solid, more mature company that was making acquisitions of their own. ""
""Change is inevitable. And with change comes new opportunities for growth. I am both a little scared and excited to see what the future has in store for me. ""
""#opentowork","","",MEMBER_NETWORK
2022-08-17 02:04:57,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6965488610259181568,"","","",MEMBER_NETWORK
2021-03-05 15:57:08,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6773632469196431360,Excited to see a member of the DTN family sharing their expertise and views on if and how weather impacts the spread of Covid-19.,"","",MEMBER_NETWORK
2020-01-20 22:12:01,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6625147785064837120,Having one of the leaders in the emerging digital weather forecasting industry at @DTN gives us an unbelievable edge as we work to provide actionable insights to our customers to help their businesses stay safe and prosper. #DTNInsights,"","",MEMBER_NETWORK
2019-09-30 20:13:15,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6584530457528975360,We're looking for a qualified Network Engineer to join our team! Check out the posting!,"","",MEMBER_NETWORK
